"","ID","Gender","Other.Gender","Age","Nationality","College","Year.of.Study","Level.of.Study","Subject","Specialist","Voluntary","Statistics","Mathematics","Highest.Qual","Other.Qual","Qual.Grade","Anxiety.Level","Anxiety.Aspects","Anxiety.Effects","Effects.Aspects","Anxiety.Prevent","Prevent.Aspects","SE1","SE2","SE3","SE4","SE5","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Course","Time","Reduce.Anxiety","End.Type","Effect.Had","SE.mean","SE","SA.mean","SA","SA.Subscale1.mean","SA.Subscale1","SA.Subscale2.mean","SA.Subscale2","SA.Subscale3.mean","SA.Subscale3","Exam","GPA","Grade"
"171",305,"Female",NA,"22+","British/Irish","STEM","Masters year","Masters","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A",1,NA,"Decrease",NA,"No",NA,3,3,4,4,4,2,1,4,1,2,1,2,2,1,4,1,1,3,1,4,2,1,2,2,1,1,1,1,"Course 2","Start",NA,NA,NA,3.6,18,1.782608696,41,2.25,18,1.272727273,14,2.25,9,NA,NA,NA
"172",43,"Female",NA,"20","Other","STEM","Year 3","Hounours","Biomedical engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"B",2,"probability","Dont know",NA,"No",NA,4,2,3,2,3,3,1,4,2,2,1,5,3,1,4,4,2,2,4,3,4,1,1,3,1,3,4,3,"Course 2","Start",NA,NA,NA,2.8,14,2.652173913,61,3,24,2.090909091,23,3.5,14,65,17,"B1"
"173",36,"Male",NA,"20","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"D",1,NA,"Decrease","Good lecture slides with plenty of material for practice.","No",NA,3,3,4,3,3,3,1,2,3,1,1,2,3,1,3,1,1,1,1,2,1,2,2,1,1,1,3,1,"Course 2","Start",NA,NA,NA,3.2,16,1.652173913,38,2.375,19,1.272727273,14,1.25,5,83.33333333,20,"A3"
"174",27,"Female",NA,"21","British/Irish","STEM","Year 3","Hounours","Biomedical Eng","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"5",1,NA,"No effect",NA,"No",NA,3,3,4,2,2,1,2,2,2,2,5,2,4,3,5,2,2,4,2,5,2,NA,1,1,4,1,2,2,"Course 2","Start",NA,NA,NA,2.8,14,2.545454545,58.54545455,3,24,2.5,27.5,1.75,7,83.33333333,20,"A3"
"175",308,"Male",NA,"22+","British/Irish","STEM","Masters year","Masters","Sustainable Water Environments","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"B",2,"Not fully understanding concepts","Decrease","Clear explanations and demonstrations of key concepts","No",NA,3,3,3,3,3,3,2,2,2,2,1,3,4,1,4,2,2,3,2,4,2,1,2,2,2,2,2,2,"Course 2","Start",NA,NA,NA,3,15,2.260869565,52,3,24,1.818181818,20,2,8,83.33333333,20,"A3"
"176",90,"Male",NA,"20","Other","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"D1",3,"I am terrified of coding, even though I really like it","Decrease","teaching me how to code","No",NA,3,2,4,3,2,4,4,4,2,1,3,3,5,1,5,4,3,5,2,5,3,3,4,3,3,1,4,3,"Course 2","Start",NA,NA,NA,2.8,14,3.260869565,75,3.875,31,2.818181818,31,3.25,13,56.66666667,14,"C1"
"177",9,"Female",NA,"21","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A",4,"My school teacher was horrible at teaching stats and I don&#039;t understand it conceptually because I think extremely literally","Decrease","The lecturer derives more things and explains them in more detail","Don't know",NA,2,3,3,3,3,4,3,2,2,5,1,3,4,1,2,1,1,3,1,3,1,1,1,2,3,5,5,3,"Course 2","Start",NA,NA,NA,2.8,14,2.47826087,57,3.5,28,1.909090909,21,2,8,73.33333333,19,"A4"
"178",258,NA,"gender non-binary","22+","British/Irish","STEM","Masters year","Masters","Sustainable Water Environments","Non-Specialist","Non-voluntary","0","0","Higher_School & University","Algebra 2, High School Maths","I can&#039;t remember",3,"Having to do maths again after 6 years of not having to do it","Decrease","Simply doing the maths","Don't know","Not having the time or energy to revise additionally and make up for my lack of prior experience",4,3,4,2,3,4,2,3,2,3,1,2,5,2,4,3,2,4,3,3,1,3,2,1,2,2,2,1,"Course 2","Start",NA,NA,NA,3.2,16,2.47826087,57,3.25,26,2.272727273,25,1.5,6,36.66666667,10,"D2"
"179",24,"Female",NA,"19","British/Irish","STEM","Year 3","Hounours","Biomedical engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"B",3,"all of it","Dont know",NA,"Yes","avoiding material",3,3,3,2,4,4,2,2,3,2,1,3,5,1,3,2,5,5,3,2,3,3,2,1,2,1,5,3,"Course 2","Start",NA,NA,NA,3,15,2.739130435,63,3.5,28,2.363636364,26,2.25,9,60,16,"B2"
"180",1,"Male",NA,"22+","British/Irish","STEM","Masters year","Masters","Sustainability","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"Can&#039;t remember",4,"Long formulae can seem daunting, especially if you are unsure in how you&#039;d go about working it out.","Dont know",NA,"Yes","Its easy to try and avoid things you&#039;re anxious about - not a great way to learn the material mind you.",3,3,3,2,3,5,1,2,2,1,1,3,5,1,3,1,1,3,1,3,1,1,1,1,2,3,4,2,"Course 2","Start",NA,NA,NA,2.8,14,2.086956522,48,3.5,28,1.272727273,14,1.5,6,55.83333333,14,"C1"
"181",20,"Male",NA,"20","British/Irish","STEM","Year 3","Hounours","Biomedical Eng","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"6th year",2,NA,"No effect",NA,"No",NA,4,3,4,3,3,3,3,1,2,1,1,3,4,1,4,4,2,1,1,5,1,3,1,1,1,1,1,1,"Course 2","Start",NA,NA,NA,3.4,17,2,46,2.625,21,1.909090909,21,1,4,60,16,"B2"
"182",4,"Male",NA,"22+","British/Irish","STEM","Masters year","Masters","Sustainable Water Environments","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"B",2,NA,"Decrease","Lecture content will improve understanding","No",NA,3,3,3,4,4,3,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,"Course 2","Start",NA,NA,NA,3.4,17,1.434782609,33,1.875,15,1.272727273,14,1,4,80,20,"A3"
"183",5,"Male",NA,"22+","British/Irish","STEM","Masters year","Masters","Sustainable Water Environments","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"D",4,"Terminology, speed of lecturers carrying out calculations, maths ability","Decrease","Lab work and practical replication.","Don't know",NA,1,3,3,3,3,5,3,4,3,3,3,3,5,2,4,3,3,3,3,3,3,1,3,3,4,4,5,3,"Course 2","Start",NA,NA,NA,2.6,13,3.304347826,76,4,32,2.818181818,31,3.25,13,49.16666667,13,"C2"
"184",16,"Female",NA,"21","Other European","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"6",3,"Stats seems counter intuitive at times, so mostly just understanding the concepts","Decrease","I become less anxious the more i understand a topic ,so taking the course will increase my understanding","No",NA,3,3,3,3,3,3,2,2,3,2,1,4,4,1,4,2,2,3,4,4,3,1,2,2,1,2,3,1,"Course 2","Start",NA,NA,NA,3,15,2.434782609,56,3.25,26,2,22,2,8,78.33333333,19,"A4"
"185",11,"Female",NA,"21","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A",3,"Big fancy words","No effect",NA,"No",NA,3,2,4,2,3,5,4,3,4,2,2,5,4,2,5,4,3,4,5,5,3,4,2,2,2,3,5,4,"Course 2","Start",NA,NA,NA,2.8,14,3.565217391,82,4.375,35,3.181818182,35,3,12,73.33333333,18,"A5"
"186",12,"Male",NA,"22+","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A",2,NA,"Dont know",NA,"Don't know",NA,3,2,3,2,3,5,2,2,1,2,1,3,5,1,4,2,1,4,2,5,2,1,1,1,1,2,2,2,"Course 2","Start",NA,NA,NA,2.6,13,2.260869565,52,3.5,28,1.545454545,17,1.75,7,74.16666667,19,"A4"
"187",21,"Male",NA,"20","British/Irish","STEM","Year 3","Hounours","Biomedical Engingeering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A",1,NA,"No effect",NA,"Don't know",NA,3,1,3,3,3,5,2,1,4,1,1,1,5,1,5,5,2,5,5,5,3,5,5,5,2,2,5,1,"Course 2","Start",NA,NA,NA,2.6,13,3.304347826,76,4.5,36,2.727272727,30,2.5,10,45,12,"C3"
"188",131,"Female",NA,"22+","Chinese","STEM","Year 1","","MSC in sustainable water environment","Non-Specialist","Non-voluntary","0","0","Lower_School & None",NA,NA,2,"some formulas are complex and it hard to understand","Decrease","more reality example need to be applied with statistics in lectures","No",NA,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Course 2","Start",NA,NA,NA,2.8,14,3,69,3,24,3,33,3,12,65,17,"B1"
"189",295,"Male",NA,"22+","Other","STEM","Masters year","Masters","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"8.7/10 CGPA",2,"The advanced side of it which includes covariance matrices, correlation etc. Especially the algorithms used in machine and deep learning.
Also the descriptive aspects of statistics were not given much emphasis in my undergraduate curriculum.","Decrease","The descriptive aspects like type of experiments, different sampling techniques.","No",NA,4,4,4,3,3,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,"Course 2","Start",NA,NA,NA,3.6,18,1.391304348,32,1.625,13,1.363636364,15,1,4,86.66666667,21,"A2"
"190",289,"Male",NA,"22+","Other","STEM","Masters year","Masters","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,NA,4,"sampling and probability
hard to connect the theory with application problems","Dont know","more examples to clarify the relations","Don't know",NA,3,2,2,1,1,5,3,4,4,4,2,3,5,1,5,3,2,5,2,3,3,3,2,2,2,3,4,3,"Course 2","Start",NA,NA,NA,1.8,9,3.173913043,73,4.25,34,2.454545455,27,3,12,51.66666667,13,"C2"
"191",22,"Male",NA,"21","British/Irish","STEM","Year 3","Hounours","biomedical engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A",1,NA,"Increase","Stress about exams, no more than any other course.","No",NA,3,2,4,4,4,3,1,1,2,1,2,2,3,1,1,1,2,3,3,4,2,1,3,2,3,1,4,2,"Course 2","Start",NA,NA,NA,3.4,17,2.086956522,48,2.625,21,1.818181818,20,1.75,7,41.66666667,11,"D1"
"192",108,"Female",NA,"22+","Chinese","STEM",NA,"","sustainable water environment","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"75",3,"It is too difficult to understand some denitrification","Dont know",NA,"Don't know",NA,3,3,2,2,3,5,3,2,2,3,2,3,4,2,2,2,2,3,3,2,2,1,1,1,2,2,4,2,"Course 2","Start",NA,NA,NA,2.6,13,2.391304348,55,3,24,2.181818182,24,1.75,7,68.33333333,17,"B1"
"193",7,"Female",NA,"21","British/Irish","STEM","Masters year","Masters","Sustainable Water Environments","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,NA,1,NA,"Decrease","Working through questions","No",NA,3,3,3,4,3,3,3,4,3,4,2,4,4,3,4,3,3,3,3,4,4,3,4,4,3,2,4,3,"Course 2","Start",NA,NA,NA,3.2,16,3.347826087,77,3.375,27,3.181818182,35,3.75,15,76.66666667,19,"A4"
"194",35,"Male",NA,"20","British/Irish","STEM","Year 3","Hounours","biomed engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University","higher maths (european baccalaureate)","84%",2,NA,"No effect","I&#039;ve done statistics on numerous occasions and I&#039;m still not a fan","No",NA,3,3,4,4,3,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,"Course 2","Start",NA,NA,NA,3.4,17,1.565217391,36,1.625,13,1.636363636,18,1.25,5,80.83333333,20,"A3"
"195",102,"Male",NA,"22+","Chinese","STEM","Masters year","Masters","sustainable water environment","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"85",1,NA,"No effect","clear and more time to practise about how the theory works in reality","No",NA,4,3,4,3,3,5,1,1,1,1,1,1,5,1,3,1,1,1,1,5,1,1,1,1,1,5,3,2,"Course 2","Start",NA,NA,NA,3.4,17,1.913043478,44,3.5,28,1,11,1.25,5,64.16666667,17,"B1"
"196",132,"Female",NA,"19","Other European","STEM","Year 1","","Mathematics and Econimics","Specialist","Voluntary","0","1","Higher_School & University","IB Diploma in Higher Maths","6 on 7 scale",1,NA,"Dont know",NA,"No",NA,3,3,4,3,3,2,1,3,1,1,1,2,3,5,4,1,2,2,2,5,2,1,1,3,1,1,5,3,"Course 3","Start",NA,NA,NA,3.2,16,2.260869565,52,2.875,23,1.636363636,18,2.75,11,71,17,"B1"
"197",46,"Female",NA,"19","Other European","STEM",NA,"","Mathematics &amp; Business Management","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",2,NA,"Decrease",NA,"No",NA,4,4,4,4,3,3,4,4,3,2,4,4,4,3,3,4,3,4,3,3,3,2,2,2,4,1,1,1,"Course 3","Start",NA,NA,NA,3.8,19,2.913043478,67,2.75,22,3.181818182,35,2.5,10,74.28,18.2,"A5"
"198",80,"Male",NA,"19","British/Irish","STEM","Year 2","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"c",1,NA,"No effect",NA,"No",NA,4,3,4,4,4,1,1,1,1,1,1,1,2,1,2,1,2,2,3,1,1,1,2,2,2,2,2,2,"Course 3","Start",NA,NA,NA,3.8,19,1.52173913,35,1.625,13,1.454545455,16,1.5,6,68.08,16.6,"B1"
"199",97,"Male",NA,"20","Other","STEM","Year 2","Pre-honours","Computing Science and Economics","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",2,"The number of classes during the week(4) and the regular attention and focus required by this course throughout the semester even though S1A is supposed to be my 3rd course is, I guess, what makes me a little anxious.","Decrease","The low difficulty and the way this course is designed is what helps to decrease my level of anxiety.","No",NA,3,3,4,2,2,4,3,5,1,2,1,4,2,1,4,2,2,5,3,4,5,3,4,5,1,2,1,5,"Course 3","Start",NA,NA,NA,2.8,14,3,69,2.875,23,2.363636364,26,5,20,77,18.8,"A4"
"200",225,"Female",NA,"18","British/Irish","STEM","Year 1","","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",1,NA,"No effect",NA,"No",NA,3,3,3,3,3,3,2,3,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,"Course 3","Start",NA,NA,NA,3,15,2.956521739,68,3,24,2.909090909,32,3,12,61.78,15,"B3"
"201",72,"Male",NA,"19","Chinese","STEM","Year 2","Pre-honours","Psychology","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"4",3,"numbers in general","Dont know","not sure","No",NA,4,3,4,3,3,3,2,1,2,2,2,2,3,2,3,3,2,3,2,2,2,2,1,2,2,3,1,1,"Course 3","Start",NA,NA,NA,3.4,17,2.086956522,48,2.5,20,2,22,1.5,6,27.78,6.2,"E3"
"202",96,"Female",NA,"19","Other","STEM","Year 2","Pre-honours","Psychology","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"6",1,NA,"No effect",NA,"No",NA,3,3,3,3,3,2,1,1,1,1,1,2,3,2,2,1,1,2,1,2,1,1,1,1,1,1,3,1,"Course 3","Start",NA,NA,NA,3,15,1.434782609,33,2,16,1.181818182,13,1,4,95,21.8,"A1"
"203",135,"Male",NA,"18","British/Irish","STEM","Year 1","","Maths","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",2,NA,"Decrease","Becoming more familiar with concepts","No",NA,3,3,3,2,3,4,3,3,4,3,2,3,5,1,4,2,3,4,2,5,3,3,3,5,3,2,1,2,"Course 3","Start",NA,NA,NA,2.8,14,3.043478261,70,3.625,29,2.545454545,28,3.25,13,86,20.4,"A3"
"204",25,"Male",NA,"20","British/Irish","STEM","Year 2","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"C",2,"Wording of mathematical concepts","Decrease","I believe having another course will reinforce my own belief","No",NA,3,3,4,3,4,3,1,5,1,1,1,2,4,1,4,1,1,2,1,1,3,1,1,4,1,1,1,4,"Course 3","Start",NA,NA,NA,3.4,17,1.956521739,45,2.125,17,1.090909091,12,4,16,69.5,16.6,"B1"
"205",82,"Female",NA,"21","Other European","STEM","Year 2","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B2",1,NA,"No effect",NA,"No",NA,3,4,4,3,4,2,1,3,1,1,1,2,3,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,"Course 3","Start",NA,NA,NA,3.6,18,1.434782609,33,1.5,12,1.090909091,12,2.25,9,88.78,21.2,"A2"
"206",34,"Male",NA,"21","Other European","STEM","Year 2","Pre-honours","Informatics","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",2,NA,"Decrease",NA,"No",NA,4,3,4,3,3,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,"Course 3","Start",NA,NA,NA,3.4,17,1.47826087,34,1.625,13,1.545454545,17,1,4,90.58,21.4,"A2"
"207",107,"Female",NA,"19","Chinese","Non-STEM","Year 2","Pre-honours","Economics and Politics","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,"data analysis process","Decrease","more practice on analysing data and help from teachers may help","No",NA,3,3,3,4,4,2,2,1,2,1,1,3,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,"Course 3","Start",NA,NA,NA,3.4,17,1.47826087,34,1.5,12,1.636363636,18,1,4,83,20,"A3"
"208",98,"Male",NA,"22+","Other European","STEM","Year 2","Pre-honours","psychology","Non-Specialist","Voluntary","0","0","Lower_School & None",NA,NA,4,"Everything in statistics","Dont know",NA,"Don't know",NA,3,3,4,3,3,4,3,2,4,5,4,3,5,3,5,3,4,3,3,5,4,3,3,4,4,3,5,2,"Course 3","Start",NA,NA,NA,3.2,16,3.652173913,84,4.25,34,3.454545455,38,3,12,61.28,14.8,"B3"
"209",68,"Female",NA,"20","Other European","STEM","Year 4","Honours","Psychology","Non-Specialist","Voluntary","0","0","Lower_School & None","Foundation","76%",4,"I have a lot of gaps on the material","Increase","the things that I&#039;m not familiar","No",NA,3,3,4,2,2,4,3,3,4,3,4,3,4,4,3,4,4,5,4,4,4,3,4,3,4,4,3,4,"Course 3","Start",NA,NA,NA,2.8,14,3.695652174,85,3.875,31,3.636363636,40,3.5,14,73.28,18,"A5"
"210",15,"Male",NA,"22+","Other European","STEM","Year 3","Hounours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"C3",1,NA,"Decrease",NA,"No",NA,4,4,3,3,4,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,"Course 3","Start",NA,NA,NA,3.6,18,1.217391304,28,1.5,12,1,11,1.25,5,60.08,14.4,"C1"
"211",73,"Male",NA,"19","British/Irish","STEM","Year 2","Pre-honours","Computing Science and Business Management","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B1",1,NA,"No effect",NA,"No",NA,4,3,4,4,4,2,2,4,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,"Course 3","Start",NA,NA,NA,3.8,19,1.565217391,36,1.625,13,1.454545455,16,1.75,7,43.48,9.6,"D2"
"212",105,"Female","`","21","Other","STEM","Year 2","Pre-honours","chemistry","Non-Specialist","Voluntary","0","0","Lower_School & None",NA,NA,3,"I learnt a part of statistic in high school but my first language is not English","No effect",NA,"Don't know",NA,3,3,3,4,4,2,3,3,4,5,5,4,4,4,1,3,2,4,4,1,2,1,2,1,3,1,2,2,"Course 3","Start",NA,NA,NA,3.4,17,2.739130435,63,2.375,19,3.272727273,36,2,8,68.98,16.2,"B2"
"213",286,"Female",NA,"20","Chinese","Non-STEM","Year 2","Pre-honours","Business Economics","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"85/100 in China",2,NA,"Decrease",NA,"Yes",NA,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,2,4,3,3,2,3,"Course 3","Start",NA,NA,NA,2.4,12,3,69,3.125,25,2.909090909,32,3,12,59.08,14,"C1"
"214",6,"Female",NA,"22+","British/Irish","Non-STEM",NA,"","Scots Law","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"02:01",1,NA,"Decrease","Increase my understanding","No",NA,3,3,3,3,3,2,2,1,1,1,1,3,2,1,3,2,1,3,2,2,2,1,1,1,1,1,3,1,"Course 3","Start",NA,NA,NA,3,15,1.652173913,38,2.125,17,1.454545455,16,1.25,5,79.5,18.4,"A5"
"215",181,"Female",NA,"18","British/Irish","STEM","Year 1","","Geography","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,NA,"Dont know",NA,"No",NA,2,3,3,3,3,3,1,1,1,3,2,3,3,1,3,2,2,2,1,1,1,2,2,2,2,3,2,1,"Course 3","Start",NA,NA,NA,2.8,14,1.913043478,44,2.25,18,1.909090909,21,1.25,5,34.78,8.4,"E1"
"216",123,"Female",NA,"19","British/Irish","STEM","Year 1","","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",1,NA,"No effect",NA,"No",NA,3,3,4,4,4,2,1,3,3,2,2,4,2,1,2,1,2,2,1,3,3,1,3,3,2,1,2,1,"Course 3","Start",NA,NA,NA,3.6,18,2.043478261,47,2.125,17,1.818181818,20,2.5,10,47,11,"D1"
"217",18,"Female",NA,"22+","British/Irish","Non-STEM",NA,"","Psychology","Non-Specialist","Voluntary","0","0","Lower_School & None",NA,"A",4,"Terminology and general understanding","Decrease","I&#039;m hopeful that by practising statistics more it will make it less scary. I need to use quite a lot of statistics for my main course and would like to be more confident in my ability.","Yes","I know I&#039;m not a fan so i&#039;m slightly worried I will avoid studying etc. But hopefully I can avoid these piffalls.",3,3,4,3,4,4,3,4,2,1,1,4,4,3,4,3,4,3,4,4,4,1,1,3,1,2,3,3,"Course 3","Start",NA,NA,NA,3.4,17,2.869565217,66,3.25,26,2.363636364,26,3.5,14,16,3,"F3"
"218",92,"Female",NA,"19","Other European","Non-STEM","Year 2","Pre-honours","Economics and Politics","Non-Specialist","Voluntary","0","0","Higher_School & University","Mathematics Applied to Social Sciences in Bachillerato (Spam)","10-Oct",1,NA,"No effect",NA,"No",NA,3,2,3,3,4,2,1,3,2,1,1,2,3,1,2,1,1,4,1,1,1,1,1,1,1,1,2,1,"Course 3","Start",NA,NA,NA,3,15,1.52173913,35,2.125,17,1.090909091,12,1.5,6,70,16.6,"B1"
"219",52,"Female",NA,"19","Other European","STEM","Year 2","Pre-honours","Psychology","Non-Specialist","Voluntary","0","0","Lower_School & None","foundation course","82%",2,NA,"Decrease","the parts of the course that happen to overlap with the curriculum for the statistics module in Psychology 2A, from the previous semester and 2B from this semester","No",NA,3,3,4,4,4,2,2,2,2,1,2,2,1,2,2,3,3,3,2,2,2,2,2,1,2,1,1,1,"Course 3","Start",NA,NA,NA,3.6,18,1.869565217,43,1.75,14,2.090909091,23,1.5,6,82.78,20.4,"A3"
"220",17,"Male",NA,"20","British/Irish","STEM","Year 2","","Maths","Specialist","Voluntary","0","1","Higher_School & University",NA,"B",2,"Being expected to know how to code

Difficulties remembering and learning coding","Increase","decrease- I think as i go on I will become more confident coding","No",NA,3,3,4,4,3,4,1,2,2,2,2,2,4,1,3,2,4,5,5,4,2,1,5,3,2,5,5,3,"Course 3","Start",NA,NA,NA,3.4,17,3,69,4,32,2.454545455,27,2.5,10,75.5,18.2,"A5"
"221",81,"Male",NA,"19","British/Irish","STEM","Year 2","","computing science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",1,NA,"Dont know",NA,"No",NA,3,3,3,4,3,4,1,4,1,2,1,3,5,1,4,1,1,2,1,3,3,1,1,3,1,1,2,2,"Course 3","Start",NA,NA,NA,3.2,16,2.086956522,48,2.75,22,1.272727273,14,3,12,34,8.4,"E1"
"222",144,"Female",NA,"18","British/Irish","STEM","Year 1","","Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",3,"I&#039;m always anxious-its nothing personal","No effect",NA,"Don't know",NA,3,3,3,1,3,3,2,5,4,4,2,3,4,1,4,3,5,4,3,4,5,4,3,5,4,2,2,5,"Course 3","Start",NA,NA,NA,2.6,13,3.52173913,81,3.375,27,3.090909091,34,5,20,71.98,18,"A5"
"223",75,"Female",NA,"19","Other","Non-STEM","Year 2","","Economics and Theatre Studies","Non-Specialist","Voluntary","0","0","Higher_School & University","CBSE Standard 12 Mathematics (India)",NA,2,"The calculations","Dont know",NA,"No",NA,4,3,4,3,4,3,1,1,1,1,1,1,4,1,3,1,1,2,1,3,1,1,1,1,1,1,1,1,"Course 3","Start",NA,NA,NA,3.6,18,1.434782609,33,2.25,18,1,11,1,4,89,20.6,"A2"
"224",55,"Female",NA,"20","Other European","STEM",NA,"","Software Engineering","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A3 and B1",2,"-","Decrease","The overall of the course, that I will get more familiar with statistics hence my fear of the &#039;unknown&#039; will most probably decrease","No",NA,3,2,3,3,3,4,2,5,1,3,3,4,4,2,5,2,2,5,4,4,5,2,2,5,3,3,4,4,"Course 3","Start",NA,NA,NA,2.8,14,3.391304348,78,3.75,30,2.636363636,29,4.75,19,89,21,"A2"
"225",44,"Female",NA,"21","Chinese","Non-STEM","Year 3","Hounours","ECONOMICS","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"80",2,"CALCULATE","No effect",NA,"No",NA,3,3,3,3,3,3,2,4,2,3,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,5,2,"Course 3","Start",NA,NA,NA,3,15,2.52173913,58,2.875,23,2.272727273,25,2.5,10,51.78,12.2,"C3"
"226",78,"Male",NA,"20","Other European","STEM","Year 2","","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B3",1,NA,"No effect",NA,"No",NA,3,2,3,3,3,2,1,3,2,2,1,3,3,1,2,1,2,2,2,1,2,1,1,3,1,1,2,3,"Course 3","Start",NA,NA,NA,2.8,14,1.826086957,42,1.875,15,1.454545455,16,2.75,11,75.58,18.6,"A4"
"227",91,"Male",NA,"22+","Other European","STEM","Year 2","","Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"88/100",2,"No","Dont know",NA,"Don't know",NA,3,3,4,2,3,2,1,2,2,2,1,2,3,2,2,2,3,1,2,2,2,1,2,3,2,1,3,4,"Course 3","Start",NA,NA,NA,3,15,2.043478261,47,2,16,1.818181818,20,2.75,11,55.38,13.4,"C2"
"228",309,"Female",NA,"21","Other","STEM",NA,"","Chemistry","Non-Specialist","Voluntary","0","0","Higher_School & University","Multivariable Calculus","A",2,"The maths isn&#039;t new for me, but the application is. I&#039;m also nervous about the time it might take out of my degree required courses.","Decrease","Practice with the concepts will be really helpful for me.","Yes","I think that if I&#039;m anxious about the time requirement, it will prevent me from studying as much as I should.",3,3,3,2,3,5,2,3,1,1,1,2,4,1,4,2,2,4,2,4,NA,1,2,2,2,1,4,3,"Course 3","Start",NA,NA,NA,2.8,14,2.409090909,55.40909091,3.375,27,1.636363636,18,2.666666667,10.66666667,93,21.8,"A1"
